,Time Window,Mac,RSSI,Frame_length,MAC Period,Occurrences,Fingerprint,No.,latitude,longitude,gnss_altitude,Classification,utm_x,utm_y,distance
144,1130.0,52:d9:e5:be:00:d9,-96.0,17.0,10.6,0.2,a,26117538,58.66434097,16.45596123,207.1000061,0.0,584456.8177062519,6503593.802454919,118.59710123376694
146,1130.0,60:18:fc:6c:6b:20,-95.0,17.0,10.6,0.2,a,26117556,58.66430283,16.45595169,207.3999939,7.0,584456.356547099,6503589.544383004,108.90229622637305
149,1130.0,e8:a8:e0:28:59:e0,-100.0,27.0,10.6,0.2,a,26117557,58.66430283,16.45595169,207.3999939,21.0,584456.356547099,6503589.544383004,166.81005372000593
142,1130.0,1b:b2:42:44:72:86,-101.0,31.0,10.6,0.2,a,26117561,58.66422272,16.4559269,207.6999969,6.0,584455.1122896477,6503580.5946624465,181.65997883753266
141,1130.0,0d:c7:6d:41:67:ff,-98.0,21.0,10.6,0.2,a,26117566,58.66422272,16.4559269,207.6999969,24.0,584455.1122896477,6503580.5946624465,140.6527242105238
167,1135.0,c5:7b:cc:06:8a:51,-91.0,39.917808219178085,1.0469209999998839,14.6,a,26117584,58.66411063041097,16.455350429589043,168.90410477534246,1.0,584421.9466026677,6503567.39020023,77.4263682681127
159,1135.0,5e:56:88:7a:1d:09,-90.0,17.0,1.0469209999998839,2.2,a,26117585,58.66419324272727,16.455362144545457,174.70908700909092,49.0,584422.4265161754,6503576.602030666,71.09709432312435
160,1135.0,60:18:fc:6c:6b:20,-96.0,17.0,4.243109000000004,1.0,a,26117587,58.66416092199999,16.455304716,169.01999510000002,7.0,584419.1736180614,6503572.931538202,118.59710123376694
154,1135.0,44:20:a9:69:0c:92,-95.0,18.0,1.0469209999998839,5.0,a,26117588,58.6642196684,16.4554045092,179.55599668399998,16.0,584424.8199132996,6503579.5972786555,108.90229622637305
173,1135.0,e8:a8:e0:28:59:e0,-96.0,27.0,10.6,0.6,a,26117589,58.66413879666667,16.45530319,167.49999490000002,21.0,584419.1385564569,6503570.466442719,118.59710123376694
152,1135.0,1b:b2:42:44:72:86,-98.0,31.0,4.243109000000004,3.4,a,26117591,58.66406721470588,16.455298252941176,162.58234719411766,6.0,584419.0251209992,6503562.491133848,140.6527242105238
168,1135.0,c6:86:5b:f6:89:b6,-93.5,27.0,4.243109000000004,0.8,a,26117594,58.66411114,16.4553012825,165.59999464999999,22.0,584419.0947292759,6503567.38507337,95.82558549602649
156,1135.0,56:01:80:05:e1:b7,-94.0,35.027027027027025,4.243109000000004,7.4,a,26117596,58.66418065540541,16.455306077027025,170.37567095405404,23.0,584419.2048891165,6503575.130136888,100.0
158,1135.0,5a:e8:e6:14:9b:ff,-98.0,18.0,4.243109000000004,1.0,a,26117597,58.66416092199999,16.455304716,169.01999510000002,19.0,584419.1736180614,6503572.931538202,140.6527242105238
166,1135.0,c1:8c:19:46:d3:df,-94.0,8.0,4.243109000000004,1.0,a,26117603,58.664094546,16.455300138000002,164.4599945,64.0,584419.0684328739,6503565.5362517685,100.0
155,1135.0,52:d9:e5:be:00:d9,-96.0,17.0,4.243109000000004,4.0,a,26117605,58.664177515999995,16.455305860499998,170.15999525,0.0,584419.1999141825,6503574.780359823,118.59710123376694
172,1135.0,e8:70:7b:ae:08:ad,-97.0,8.0,10.6,0.6,a,26117607,58.66424942333333,16.455310819999998,175.09999589999998,39.0,584419.3138632297,6503582.791920233,129.1549665014884
170,1135.0,d3:7a:34:8e:16:cc,-95.0,27.0,4.243109000000004,1.0,a,26117610,58.66416092199999,16.455304716,169.01999510000002,25.0,584419.1736180614,6503572.931538202,108.90229622637305
162,1135.0,67:7f:73:40:8d:90,-92.0,17.0,4.243109000000004,3.2,a,26117611,58.6640489125,16.455296990625,161.3249940875,61.0,584418.9961174054,6503560.45199239,84.31909292866256
161,1135.0,63:35:fa:c5:7a:89,-98.0,17.0,4.243109000000004,1.8,a,26117613,58.66413879666667,16.455303190000002,167.4999949,17.0,584419.1385564572,6503570.466442719,140.6527242105238
157,1135.0,5a:8c:28:43:c6:5c,-97.0,18.0,4.243109000000004,2.0,a,26117615,58.664094546,16.455300138000002,164.4599945,35.0,584419.0684328739,6503565.5362517685,129.1549665014884
165,1135.0,76:8c:e8:3c:bc:a5,-97.0,18.0,4.243109000000004,0.8,a,26117622,58.66411114,16.4553012825,165.59999464999999,26.0,584419.0947292759,6503567.38507337,129.1549665014884
169,1135.0,ce:2e:0e:b2:67:79,-97.5,28.0,10.6,0.4,PN_0CD1623B,26117625,58.66419411,16.455307005,171.2999954,27.0,584419.2262102339,6503576.62918145,134.78129649084582
174,1135.0,e8:ee:cc:01:eb:b7,-98.5,19.0,4.243109000000004,0.4,a,26117707,58.66402817,16.45529556,159.8999939,28.0,584418.9632465622,6503558.140965412,146.7799267622069
151,1135.0,0d:c7:6d:41:67:ff,-97.0,21.0,10.6,0.6,a,26117747,58.66418457,16.45591354,208.8000031,24.0,584454.4295823487,6503576.330667603,129.1549665014884
164,1135.0,74:cf:ba:04:75:56,-95.0,17.0,1.0469209999998839,0.6,a,26117752,58.664301556666665,16.455516813333332,191.39999896666666,20.0,584431.1359340637,6503588.855119892,108.90229622637305
171,1135.0,df:95:52:c1:64:87,-92.0,8.0,10.6,0.8,a,26117795,58.66427708,16.4553127275,176.99999615000002,8.0,584419.3576894355,6503585.873289647,84.31909292866256
163,1135.0,74:04:9e:8a:89:81,-95.0,17.0,10.6,0.2,a,26117810,58.66436005,16.45531845,182.6999969,65.0,584419.489166881,6503595.11739796,108.90229622637305
153,1135.0,30:af:7e:d7:e2:c4,-96.0,17.0,10.6,0.2,a,26117820,58.66436005,16.45531845,182.6999969,54.0,584419.489166881,6503595.11739796,118.59710123376694
175,1135.0,f5:f7:c7:9e:a5:1f,-93.0,56.0,10.6,3.2,BSC IP65 12/5 HQ2232PD6T3,26117830,58.66436005,16.45531845,182.6999969,12.0,584419.489166881,6503595.11739796,91.82542835656287
184,1140.0,e8:a8:e0:28:59:e0,-92.0,27.0,10.6,0.6,a,26117911,58.66402054,16.455855053333334,208.10000103333334,21.0,584451.4336398075,6503557.99585367,84.31909292866256
177,1140.0,44:20:a9:69:0c:92,-94.0,18.0,10.6,1.4,a,26117912,58.66407012999999,16.45587349,208.5,16.0,584452.3831659601,6503563.539835054,100.0
183,1140.0,e8:70:7b:ae:08:ad,-94.5,8.0,10.6,0.4,a,26117914,58.66407013,16.45587349,208.5,39.0,584452.3831659601,6503563.539835054,104.35626297753913
185,1140.0,ed:aa:7a:08:7c:b6,-94.0,8.0,10.6,0.2,a,26117915,58.66407013,16.45587349,208.5,18.0,584452.3831659601,6503563.539835054,100.0
181,1140.0,c5:7b:cc:06:8a:51,-92.0,38.90909090909091,10.6,2.2,a,26117917,58.664009786363636,16.45584956090909,207.95454545454547,1.0,584451.1410540199,6503556.79175472,84.31909292866256
180,1140.0,c1:8c:19:46:d3:df,-99.0,8.0,10.6,0.2,a,26117918,58.66407013,16.45587349,208.5,64.0,584452.3831659601,6503563.539835054,153.17404637020798
178,1140.0,60:18:fc:6c:6b:20,-90.0,17.0,10.6,0.2,a,26117921,58.66407013,16.45587349,208.5,7.0,584452.3831659601,6503563.539835054,71.09709432312435
182,1140.0,cc:b1:1a:e5:07:f9,-98.0,31.0,10.6,0.2,a,26117928,58.66407013,16.45587349,208.5,29.0,584452.3831659601,6503563.539835054,140.6527242105238
176,1140.0,1b:b2:42:44:72:86,-97.0,31.0,10.6,1.2,a,26117929,58.664014815,16.455851555,208.0,6.0,584451.2445635353,6503557.354094729,129.1549665014884
179,1140.0,74:cf:ba:04:75:56,-95.0,17.0,10.6,0.2,a,26117934,58.66407013,16.45587349,208.5,20.0,584452.3831659601,6503563.539835054,108.90229622637305
186,1145.0,1b:b2:42:44:72:86,-99.0,31.0,10.6,0.4,a,26117965,58.66392136,16.45581818,207.3000031,6.0,584449.5345781905,6503546.907891792,153.17404637020798
201,1145.0,c5:7b:cc:06:8a:51,-92.0,35.5,10.6,2.4,a,26117966,58.663902285000006,16.4558205625,207.25000384999998,1.0,584449.7188663975,6503544.787305295,84.31909292866256
187,1145.0,44:20:a9:69:0c:92,-94.0,18.0,10.6,1.6,a,26117968,58.6638927475,16.45582175375,207.225004225,16.0,584449.8110105539,6503543.727012049,100.0
199,1145.0,76:8c:e8:3c:bc:a5,-96.0,18.0,10.6,0.4,a,26117969,58.66392136,16.45581818,207.3000031,26.0,584449.5345781905,6503546.907891792,118.59710123376694
190,1145.0,56:01:80:05:e1:b7,-95.5,35.5,10.6,1.2,a,26117971,58.66389084,16.455826125,207.25000256666667,23.0,584450.0691642228,6503543.520157165,113.64636663857242
189,1145.0,52:d9:e5:be:00:d9,-96.0,17.0,10.6,1.0,a,26117972,58.663869476,16.45582962,207.20000306000003,0.0,584450.3235124196,6503541.14614108,118.59710123376694
198,1145.0,74:cf:ba:04:75:56,-95.0,17.0,10.6,0.4,a,26117974,58.66388321,16.455822945,207.2000046,20.0,584449.9031547458,6503542.666718809,108.90229622637305
203,1145.0,e8:70:7b:ae:08:ad,-91.5,8.0,10.6,0.4,a,26117975,58.66388321,16.455822945,207.2000046,39.0,584449.9031547458,6503542.666718809,80.7992644838296
188,1145.0,47:2a:97:bc:49:88,-95.0,17.0,10.6,0.2,a,26117977,58.66392136,16.45581818,207.3000031,48.0,584449.5345781905,6503546.907891792,108.90229622637305
200,1145.0,c1:8c:19:46:d3:df,-93.0,8.0,10.6,0.2,a,26117978,58.66392136,16.45581818,207.3000031,64.0,584449.5345781905,6503546.907891792,91.82542835656287
197,1145.0,67:7f:73:40:8d:90,-95.0,17.0,10.6,0.8,a,26117981,58.66388321,16.455822945,207.2000046,61.0,584449.9031547458,6503542.666718809,108.90229622637305
202,1145.0,df:95:52:c1:64:87,-98.0,8.0,10.6,0.2,a,26117990,58.66392136,16.45581818,207.3000031,8.0,584449.5345781905,6503546.907891792,140.6527242105238
195,1145.0,60:18:fc:6c:6b:20,-93.0,17.0,10.6,0.2,a,26117991,58.66392136,16.45581818,207.3000031,7.0,584449.5345781905,6503546.907891792,91.82542835656287
194,1145.0,5e:56:88:7a:1d:09,-90.0,17.0,10.6,0.2,a,26117992,58.66392136,16.45581818,207.3000031,49.0,584449.5345781905,6503546.907891792,71.09709432312435
204,1145.0,e8:a8:e0:28:59:e0,-89.0,27.0,10.6,0.2,a,26117996,58.66392136,16.45581818,207.3000031,21.0,584449.5345781905,6503546.907891792,65.28521141127847
196,1145.0,63:35:fa:c5:7a:89,-94.0,17.0,10.6,1.0,a,26118000,58.663854216000004,16.455831526,207.16000365999997,17.0,584450.4709434072,6503539.4496719185,100.0
191,1145.0,58:6e:74:23:fd:d5,-97.0,18.0,10.6,0.2,a,26118002,58.66384506,16.45582771,207.1000061,53.0,584450.2717318664,6503538.42554588,129.1549665014884
192,1145.0,5a:8c:28:43:c6:5c,-97.0,31.0,10.6,0.6,a,26118004,58.66384506,16.45582771,207.1000061,35.0,584450.2717318664,6503538.42554588,129.1549665014884
205,1145.0,f8:9d:15:b9:7a:57,-97.0,8.0,10.6,0.2,a,26118012,58.66384506,16.45582771,207.1000061,30.0,584450.2717318664,6503538.42554588,129.1549665014884
193,1145.0,5a:e8:e6:14:9b:ff,-94.0,31.0,10.6,0.2,a,26118021,58.66384506,16.45582771,207.1000061,19.0,584450.2717318664,6503538.42554588,100.0
219,1150.0,76:8c:e8:3c:bc:a5,-96.5,18.0,10.6,0.8,a,26118042,58.66381454,16.455926415,206.99999615000002,26.0,584456.0706486613,6503535.152089788,123.76350284724813
216,1150.0,67:7f:73:40:8d:90,-94.0,17.0,10.6,2.6,a,26118043,58.66381453999999,16.455985726153845,206.83076474615385,61.0,584459.5108584708,6503535.226773936,100.0
211,1150.0,5a:e8:e6:14:9b:ff,-93.5,31.0,10.6,1.6,a,26118044,58.66381454,16.455891367499998,207.099996525,19.0,584454.0377973907,6503535.107959673,95.82558549602649
220,1150.0,c0:04:1c:8c:74:77,-93.0,31.0,10.6,0.4,a,26118045,58.66381454,16.45585632,207.1999969,40.0,584452.0049461056,6503535.063830621,91.82542835656287
210,1150.0,5a:8c:28:43:c6:5c,-95.0,31.0,10.6,1.8,a,26118046,58.663814540000004,16.455887473333334,207.1111076777778,35.0,584453.8119250265,6503535.103056392,108.90229622637305
214,1150.0,63:35:fa:c5:7a:89,-95.0,17.0,10.6,1.8,a,26118047,58.663814540000004,16.455887473333334,207.1111076777778,17.0,584453.8119250265,6503535.103056392,108.90229622637305
221,1150.0,c5:7b:cc:06:8a:51,-94.5,34.0,10.6,2.0,a,26118048,58.66381454,16.45599651,206.7999954,1.0,584460.136351159,6503535.2403532015,104.35626297753913
209,1150.0,56:01:80:05:e1:b7,-96.0,30.6,10.6,1.0,a,26118050,58.66381454,16.455912396,207.03999629999998,23.0,584455.2575081547,6503535.134437614,118.59710123376694
222,1150.0,df:95:52:c1:64:87,-97.0,8.0,10.6,0.4,a,26118052,58.66381454,16.45585632,207.1999969,8.0,584452.0049461056,6503535.063830621,129.1549665014884
213,1150.0,60:18:fc:6c:6b:20,-97.0,17.0,10.6,0.2,a,26118053,58.66381454,16.45585632,207.1999969,7.0,584452.0049461056,6503535.063830621,129.1549665014884
212,1150.0,5e:56:88:7a:1d:09,-93.0,17.0,10.6,0.2,a,26118055,58.66381454,16.45585632,207.1999969,49.0,584452.0049461056,6503535.063830621,91.82542835656287
208,1150.0,52:d9:e5:be:00:d9,-95.0,17.0,10.6,1.2,a,26118058,58.66381454,16.45590305,207.06666306666668,0.0,584454.7154144826,6503535.122669592,108.90229622637305
206,1150.0,44:20:a9:69:0c:92,-93.5,18.0,10.6,1.2,a,26118059,58.66381454,16.455949779999997,206.93332923333332,16.0,584457.4258828335,6503535.181510453,95.82558549602649
215,1150.0,65:35:ab:b3:d1:e0,-100.0,18.0,10.6,0.2,a,26118068,58.66381454,16.45585632,207.1999969,5.0,584452.0049461056,6503535.063830621,166.81005372000593
218,1150.0,74:cf:ba:04:75:56,-93.0,17.0,10.6,0.2,a,26118074,58.66381454,16.45585632,207.1999969,20.0,584452.0049461056,6503535.063830621,91.82542835656287
223,1150.0,e8:70:7b:ae:08:ad,-93.0,8.0,10.6,0.2,a,26118075,58.66381454,16.45585632,207.1999969,39.0,584452.0049461056,6503535.063830621,91.82542835656287
225,1150.0,f8:9d:15:b9:7a:57,-94.0,8.0,10.6,0.2,a,26118080,58.66381454,16.45585632,207.1999969,30.0,584452.0049461056,6503535.063830621,100.0
207,1150.0,47:2a:97:bc:49:88,-97.0,17.0,10.6,0.2,a,26118081,58.66381454,16.45585632,207.1999969,48.0,584452.0049461056,6503535.063830621,129.1549665014884
224,1150.0,e8:a8:e0:28:59:e0,-98.0,27.0,10.6,0.2,a,26118105,58.66381454,16.45585632,207.1999969,21.0,584452.0049461056,6503535.063830621,140.6527242105238
217,1150.0,74:04:9e:8a:89:81,-94.0,17.0,10.6,0.2,a,26118120,58.66381454,16.4561367,206.3999939,65.0,584468.2677559805,6503535.416892786,100.0
254,1160.0,f5:f7:c7:9e:a5:1f,-92.0,53.86842105263158,10.6,7.6,a,26118126,58.664419477368426,16.45532728368421,184.61578767894736,12.0,584419.8579712773,6503601.744461965,84.31909292866256
249,1160.0,d3:7a:34:8e:16:cc,-95.5,27.0,10.6,0.8,a,26118127,58.664501189999996,16.455339430000002,187.25,25.0,584420.3650743252,6503610.856675128,113.64636663857242
231,1160.0,44:20:a9:69:0c:92,-95.0,18.0,0.35471800000004805,3.8,a,26118128,58.664288172105266,16.45551380157895,189.06315771052633,16.0,584430.9935852129,6503587.3612488145,108.90229622637305
235,1160.0,5a:e8:e6:14:9b:ff,-99.0,21.714285714285715,0.35471800000004805,1.4,a,26118129,58.664282664285714,16.455586567142856,191.9857155857143,19.0,584435.2274391241,6503586.839672393,153.17404637020798
236,1160.0,5e:56:88:7a:1d:09,-90.0,17.0,0.35471800000004805,1.0,a,26118134,58.66430587999999,16.455506132,189.19999998,49.0,584430.505950323,6503589.322983425,71.09709432312435
232,1160.0,52:d9:e5:be:00:d9,-94.0,17.0,10.6,3.0,a,26118135,58.664416505999995,16.455326841999998,184.51999814,0.0,584419.8395311012,6503601.41310876,100.0
237,1160.0,60:18:fc:6c:6b:20,-92.0,17.0,10.6,0.6,a,26118136,58.66445414333333,16.455332436666666,185.7333323,7.0,584420.0731063277,6503605.610249341,84.31909292866256
247,1160.0,c6:86:5b:f6:89:b6,-94.0,27.0,10.6,0.8,a,26118140,58.66443062,16.45532894,184.97499845,22.0,584419.9271218975,6503602.987036473,100.0
233,1160.0,56:01:80:05:e1:b7,-93.0,35.294117647058826,0.35471800000004805,3.4,a,26118141,58.66436139470588,16.45543378764706,187.5941170882353,23.0,584426.1757146966,6503595.412274728,91.82542835656287
234,1160.0,5a:8c:28:43:c6:5c,-100.0,20.6,0.35471800000004805,1.0,a,26118143,58.664249424000005,16.45549774,187.37999874,35.0,584430.1556012209,6503583.027271635,166.81005372000593
252,1160.0,e8:70:7b:ae:08:ad,-95.0,8.0,0.35471800000004805,0.8,a,26118148,58.664083485,16.455766675,194.4000015,39.0,584446.155374905,6503564.892136339,108.90229622637305
227,1160.0,1b:b2:42:44:72:86,-95.0,31.0,10.6,5.0,a,26118159,58.6644616708,16.4553335556,185.975999132,6.0,584420.1198212845,6503606.449677466,108.90229622637305
246,1160.0,c5:7b:cc:06:8a:51,-94.5,37.0,0.35471800000004805,2.0,a,26118193,58.66391754599999,16.456035609999997,201.42000425999998,1.0,584462.155295197,6503546.757066074,104.35626297753913
245,1160.0,c1:8c:19:46:d3:df,-97.5,8.0,10.6,0.4,a,26118197,58.664501189999996,16.455339430000002,187.25,64.0,584420.3650743252,6503610.856675128,134.78129649084582
243,1160.0,74:cf:ba:04:75:56,-95.0,17.0,0.35471800000004805,1.0,a,26118201,58.664084628,16.455864712,198.56000366,20.0,584451.8389842443,6503565.142819464,108.90229622637305
251,1160.0,df:95:52:c1:64:87,-91.5,8.0,10.6,0.4,a,26118205,58.664501189999996,16.455339430000002,187.25,8.0,584420.3650743252,6503610.856675128,80.7992644838296
253,1160.0,e8:a8:e0:28:59:e0,-93.0,27.0,10.6,0.4,a,26118234,58.664501189999996,16.455339430000002,187.25,21.0,584420.3650743252,6503610.856675128,91.82542835656287
244,1160.0,76:8c:e8:3c:bc:a5,-95.0,18.0,10.6,0.8,a,26118276,58.66380692,16.4562149,206.1000061,26.0,584472.821990174,6503534.667055361,108.90229622637305
241,1160.0,67:7f:73:40:8d:90,-95.5,17.0,10.6,1.2,a,26118278,58.66380691999999,16.4562149,206.1000061,61.0,584472.821990174,6503534.667055361,113.64636663857242
239,1160.0,63:35:fa:c5:7a:89,-96.5,17.0,10.6,0.4,a,26118292,58.66380692,16.4562149,206.1000061,17.0,584472.821990174,6503534.667055361,123.76350284724813
248,1160.0,cc:b1:1a:e5:07:f9,-100.0,31.0,10.6,0.8,a,26118302,58.66380692,16.4562149,206.1000061,29.0,584472.821990174,6503534.667055361,166.81005372000593
228,1160.0,2c:d4:29:7c:6c:0f,-95.0,31.0,10.6,1.0,a,26118309,58.66380692,16.4562149,206.10000610000003,41.0,584472.821990174,6503534.667055361,108.90229622637305
229,1160.0,30:af:7e:d7:e2:c4,-98.0,22.333333333333332,10.6,0.6,a,26118316,58.66380691999999,16.4562149,206.1000061,54.0,584472.821990174,6503534.667055361,140.6527242105238
242,1160.0,74:04:9e:8a:89:81,-96.5,17.0,10.6,0.4,a,26118319,58.66386414,16.45634365,205.55000305,65.0,584480.1515161562,6503541.199413713,123.76350284724813
250,1160.0,d4:5c:f0:4d:b8:06,-97.0,27.0,10.6,0.2,Q_670E335B,26118325,58.66380692,16.4562149,206.1000061,3.0,584472.821990174,6503534.667055361,129.1549665014884
230,1160.0,37:71:7d:74:e9:27,-99.0,31.0,10.6,0.2,a,26118326,58.66380692,16.4562149,206.1000061,31.0,584472.821990174,6503534.667055361,153.17404637020798
226,1160.0,14:aa:ac:fe:27:4f,-100.0,31.0,10.6,0.6,a,26118327,58.66384506666666,16.456300733333332,205.73333739999998,32.0,584477.7083435778,6503539.0219593635,166.81005372000593
238,1160.0,61:f8:73:54:ea:25,-95.0,18.0,10.6,0.4,a,26118329,58.66386414,16.45634365,205.55000305,4.0,584480.1515161562,6503541.199413713,108.90229622637305
240,1160.0,65:35:ab:b3:d1:e0,-99.0,18.0,10.6,0.2,a,26118335,58.66392136,16.4564724,205.0,5.0,584487.4810173953,6503547.731786123,153.17404637020798
263,1165.0,c5:7b:cc:06:8a:51,-98.0,28.0,10.6,0.2,a,26118373,58.6639595,16.45647812,204.5,1.0,584487.720580391,6503551.985049893,140.6527242105238
266,1165.0,e8:70:7b:ae:08:ad,-103.0,8.0,10.6,0.2,a,26118374,58.6639595,16.45647812,204.5,39.0,584487.720580391,6503551.985049893,215.44346900318845
260,1165.0,57:47:61:34:88:9a,-96.0,17.0,10.6,0.4,a,26118375,58.6639595,16.45647812,204.5,47.0,584487.720580391,6503551.985049893,118.59710123376694
255,1165.0,00:15:f3:25:90:c1,-98.5,31.0,10.6,0.8,3M CH1-0C1,26118376,58.664012907499995,16.456492425,202.25,33.0,584488.4211806799,6503557.948831533,146.7799267622069
262,1165.0,65:35:ab:b3:d1:e0,-94.0,18.0,2.8826430000001437,1.4,a,26118378,58.664096287142854,16.456514905714283,199.70000132857143,5.0,584489.5235227153,6503567.259657647,100.0
256,1165.0,2c:d4:29:7c:6c:0f,-97.0,31.0,10.6,0.6,a,26118380,58.6639595,16.45647812,204.5,41.0,584487.720580391,6503551.985049893,129.1549665014884
259,1165.0,44:20:a9:69:0c:92,-102.0,18.0,10.6,0.2,a,26118382,58.6639595,16.45647812,204.5,16.0,584487.720580391,6503551.985049893,197.83188827841644
264,1165.0,ce:33:6e:06:51:f8,-94.5,8.0,2.8826430000001437,0.4,a,26118392,58.664190295,16.45654011,195.90000155,64.0,584490.7581341345,6503577.757135375,104.35626297753913
265,1165.0,d4:5c:f0:4d:b8:06,-101.0,27.0,10.6,0.2,Q_670E335B,26118394,58.66420746,16.45654488,196.3000031,3.0,584490.9933021235,6503579.674093194,181.65997883753266
261,1165.0,61:f8:73:54:ea:25,-94.0,18.0,10.6,0.2,a,26118397,58.66420746,16.45654488,196.3000031,4.0,584490.9933021235,6503579.674093194,100.0
257,1165.0,30:af:7e:d7:e2:c4,-102.0,17.0,10.6,0.2,a,26118400,58.66431046,16.45656013,198.3999939,54.0,584491.6287943893,6503591.160111495,197.83188827841644
258,1165.0,37:71:7d:74:e9:27,-104.0,31.0,10.6,0.2,a,26118401,58.66431046,16.45656013,198.3999939,31.0,584491.6287943893,6503591.160111495,234.62288481422624
267,1170.0,d4:5c:f0:4d:b8:06,-97.0,27.0,10.6,0.4,Q_670E335B,26118418,58.6644249,16.45657349,201.6000061,3.0,584492.1269972452,6503603.917344243,129.1549665014884
268,1175.0,30:af:7e:d7:e2:c4,-97.0,17.0,10.6,0.2,a,26118435,58.66446686,16.45658112,202.5,54.0,584492.468095348,6503608.598288595,129.1549665014884
269,1175.0,65:35:ab:b3:d1:e0,-95.5,18.0,10.6,0.4,a,26118436,58.66446686,16.45658112,202.5,5.0,584492.468095348,6503608.598288595,113.64636663857242
271,1175.0,d4:5c:f0:4d:b8:06,-97.0,27.0,10.6,0.4,Q_670E335B,26118439,58.66446686,16.45658112,202.5,3.0,584492.468095348,6503608.598288595,129.1549665014884
272,1175.0,e8:70:7b:ae:08:ad,-99.0,8.0,10.6,0.2,a,26118440,58.66446686,16.45658112,202.5,39.0,584492.468095348,6503608.598288595,153.17404637020798
270,1175.0,ce:33:6e:06:51:f8,-100.0,8.0,10.6,0.2,a,26118441,58.66446686,16.45658112,202.5,64.0,584492.468095348,6503608.598288595,166.81005372000593
273,1175.0,f2:f7:78:71:7e:2e,-95.0,8.0,10.6,0.2,a,26118444,58.66446686,16.45658112,202.5,39.0,584492.468095348,6503608.598288595,108.90229622637305
278,1180.0,d4:5c:f0:4d:b8:06,-95.0,27.0,2.9495300000000952,1.4,Q_670E335B,26118447,58.66481453857143,16.456656865714287,207.48571339999998,3.0,584496.020774835,6503647.400151369,108.90229622637305
275,1180.0,65:35:ab:b3:d1:e0,-94.0,18.0,2.9495300000000952,0.8,a,26118448,58.664762495,16.456645965,207.55000305,5.0,584495.5143638505,6503641.592499825,100.0
277,1180.0,ce:33:6e:06:51:f8,-97.0,8.0,2.9495300000000952,0.4,a,26118452,58.664800639999996,16.456653595,207.6500015,64.0,584495.8646770335,6503645.848727526,129.1549665014884
274,1180.0,57:47:61:34:88:9a,-97.0,17.0,10.6,0.2,a,26118453,58.66477966,16.45664978,207.1999969,47.0,584495.694132945,6503643.508255053,129.1549665014884
279,1180.0,d4:d4:da:70:22:e6,-95.0,46.285714285714285,10.6,1.4,ZAG002466,26118460,58.66488702,16.45667212714286,207.49999564285713,37.0,584496.7306896127,6503655.488607254,108.90229622637305
